## 1.1.1
## assembly	: /media/hd15-cursos/nanopore_lgbio_2026/grupo_1/5.Montagem-Flye/Scer2_q10_l500/assembly.fasta
## coverage	 bam0 - /media/hd15-cursos/nanopore_lgbio_2026/grupo_1/11.Blobtools/Scer2_q10_l500_Flye/Scer2_q10_l500_Flye.bam
## taxonomy	 tax0 - /media/hd15-cursos/nanopore_lgbio_2026/grupo_1/11.Blobtools/Scer2_q10_l500_Flye/assembly.blastn.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6	superkingdom.s.7	superkingdom.c.8	phylum.t.9	phylum.s.10	phylum.c.11	order.t.12	order.s.13	order.c.14	family.t.15	family.s.16	family.c.17	genus.t.18	genus.s.19	genus.c.20	species.t.21	species.s.22	species.c.23
contig_206	13528	0.3753	0	5.1526	undef	237393.0	0	Ascomycota	237393.0	0	Saccharomycetales	237393.0	0	Saccharomycetaceae	237393.0	0	Saccharomyces	237393.0	0	Saccharomyces cerevisiae	237393.0	0
contig_207	20307	0.3726	0	5.492	undef	345463.0	0	Ascomycota	345463.0	0	Saccharomycetales	345463.0	0	Saccharomycetaceae	345463.0	0	Saccharomyces	345463.0	0	Saccharomyces cerevisiae	345463.0	0
contig_208	32506	0.3748	0	4.8401	undef	591273.0	0	Ascomycota	591273.0	0	Saccharomycetales	591273.0	0	Saccharomycetaceae	591273.0	0	Saccharomyces	591273.0	0	Saccharomyces cerevisiae	591273.0	0
contig_209	7741	0.4003	0	6.9464	undef	139701.0	0	Ascomycota	139701.0	0	Saccharomycetales	139701.0	0	Saccharomycetaceae	139701.0	0	Saccharomyces	139701.0	0	Saccharomyces cerevisiae	139701.0	0
contig_21	6279	0.4031	0	2.8546	undef	110883.0	0	Ascomycota	110883.0	0	Saccharomycetales	110883.0	0	Saccharomycetaceae	110883.0	0	Saccharomyces	110883.0	0	Saccharomyces cerevisiae	110883.0	0
contig_210	11789	0.377	0	3.2097	undef	205187.0	0	Ascomycota	205187.0	0	Saccharomycetales	205187.0	0	Saccharomycetaceae	205187.0	0	Saccharomyces	205187.0	0	Saccharomyces cerevisiae	205187.0	0
contig_211	5101	0.3782	0	4.2947	undef	88931.0	0	Ascomycota	88931.0	0	Saccharomycetales	88931.0	0	Saccharomycetaceae	88931.0	0	Saccharomyces	88931.0	0	Saccharomyces cerevisiae	80048.0	1
contig_212	42794	0.3796	0	4.0488	undef	771550.0	0	Ascomycota	771550.0	0	Saccharomycetales	771550.0	0	Saccharomycetaceae	771550.0	0	Saccharomyces	771550.0	0	Saccharomyces cerevisiae	771550.0	0
contig_213	5518	0.3918	0	5.7747	undef	99260.0	0	Ascomycota	99260.0	0	Saccharomycetales	99260.0	0	Saccharomycetaceae	99260.0	0	Saccharomyces	99260.0	0	Saccharomyces cerevisiae	99260.0	0
contig_214	11122	0.4182	0	3.0441	undef	186449.0	0	Ascomycota	186449.0	0	Saccharomycetales	186449.0	0	Saccharomycetaceae	186449.0	0	Saccharomyces	186449.0	0	Saccharomyces cerevisiae	186449.0	0
contig_215	12662	0.3701	0	2.9884	undef	221996.0	0	Ascomycota	221996.0	0	Saccharomycetales	221996.0	0	Saccharomycetaceae	221996.0	0	Saccharomyces	221996.0	0	Saccharomyces cerevisiae	221996.0	0
contig_216	3363	0.375	0	2.961	undef	59121.0	0	Ascomycota	59121.0	0	Saccharomycetales	59121.0	0	Saccharomycetaceae	59121.0	0	Saccharomyces	59121.0	0	Saccharomyces cerevisiae	59121.0	0
contig_217	903	0.3765	0	19.8494	undef	16319.0	0	Ascomycota	16319.0	0	Saccharomycetales	16319.0	0	Saccharomycetaceae	16319.0	0	Saccharomyces	16319.0	0	Saccharomyces cerevisiae	16319.0	0
contig_218	11000	0.382	0	4.3452	undef	194179.0	0	Ascomycota	194179.0	0	Saccharomycetales	194179.0	0	Saccharomycetaceae	194179.0	0	Saccharomyces	194179.0	0	Saccharomyces cerevisiae	194179.0	0
contig_219	1140	0.4149	0	15.7228	undef	21018.0	0	Ascomycota	21018.0	0	Saccharomycetales	21018.0	0	Saccharomycetaceae	21018.0	0	Saccharomyces	21018.0	0	Saccharomyces cerevisiae	18918.0	1
contig_22	4091	0.3867	0	5.8418	undef	73235.0	0	Ascomycota	73235.0	0	Saccharomycetales	73235.0	0	Saccharomycetaceae	73235.0	0	Saccharomyces	73235.0	0	Saccharomyces cerevisiae	73235.0	0
contig_220	22966	0.3764	0	3.382	undef	404076.0	0	Ascomycota	404076.0	0	Saccharomycetales	404076.0	0	Saccharomycetaceae	404076.0	0	Saccharomyces	404076.0	0	Saccharomyces cerevisiae	404076.0	0
contig_221	19160	0.3785	0	4.2617	undef	336930.0	0	Ascomycota	336930.0	0	Saccharomycetales	336930.0	0	Saccharomycetaceae	336930.0	0	Saccharomyces	336930.0	0	Saccharomyces cerevisiae	336930.0	0
contig_222	6788	0.3521	0	1.7604	undef	94649.0	0	Ascomycota	94649.0	0	Saccharomycetales	94649.0	0	Saccharomycetaceae	94649.0	0	Saccharomyces	94649.0	0	Saccharomyces cerevisiae	94649.0	0
contig_223	6365	0.3983	0	5.632	undef	114951.0	0	Ascomycota	114951.0	0	Saccharomycetales	114951.0	0	Saccharomycetaceae	114951.0	0	Saccharomyces	114951.0	0	Saccharomyces cerevisiae	114951.0	0
contig_224	3547	0.3848	0	6.7377	undef	64958.0	0	Ascomycota	64958.0	0	Saccharomycetales	64958.0	0	Saccharomycetaceae	64958.0	0	Saccharomyces	64958.0	0	Saccharomyces cerevisiae	64958.0	0
contig_225	8519	0.375	0	3.7404	undef	149201.0	0	Ascomycota	149201.0	0	Saccharomycetales	149201.0	0	Saccharomycetaceae	149201.0	0	Saccharomyces	149201.0	0	Saccharomyces cerevisiae	149201.0	0
contig_226	24704	0.3784	0	4.4339	undef	427576.0	0	Ascomycota	427576.0	0	Saccharomycetales	427576.0	0	Saccharomycetaceae	427576.0	0	Saccharomyces	427576.0	0	Saccharomyces cerevisiae	427576.0	0
contig_227	12348	0.372	0	2.9031	undef	211968.0	0	Ascomycota	211968.0	0	Saccharomycetales	211968.0	0	Saccharomycetaceae	211968.0	0	Saccharomyces	211968.0	0	Saccharomyces cerevisiae	211968.0	0
contig_228	15772	0.363	0	4.167	undef	283471.0	0	Ascomycota	283471.0	0	Saccharomycetales	283471.0	0	Saccharomycetaceae	283471.0	0	Saccharomyces	283471.0	0	Saccharomyces cerevisiae	283471.0	0
contig_229	7615	0.4189	0	1.5692	undef	106503.0	0	Ascomycota	106503.0	0	Saccharomycetales	106503.0	0	Saccharomycetaceae	106503.0	0	Saccharomyces	106503.0	0	Saccharomyces paradoxus	55949.0	1
contig_23	4897	0.3815	0	4.4736	undef	84888.0	0	Ascomycota	84888.0	0	Saccharomycetales	84888.0	0	Saccharomycetaceae	84888.0	0	Saccharomyces	84888.0	0	Saccharomyces cerevisiae	84888.0	0
contig_230	15662	0.3735	0	4.1962	undef	281342.0	0	Ascomycota	281342.0	0	Saccharomycetales	281342.0	0	Saccharomycetaceae	281342.0	0	Saccharomyces	281342.0	0	Saccharomyces cerevisiae	281342.0	0
contig_231	8130	0.394	0	3.1845	undef	144107.0	0	Ascomycota	144107.0	0	Saccharomycetales	144107.0	0	Saccharomycetaceae	144107.0	0	Saccharomyces	144107.0	0	Saccharomyces cerevisiae	144107.0	0
contig_232	3619	0.36	0	3.8521	undef	59491.0	0	Ascomycota	59491.0	0	Saccharomycetales	59491.0	0	Saccharomycetaceae	59491.0	0	Saccharomyces	59491.0	0	Saccharomyces cerevisiae	59491.0	0
contig_233	2719	0.3858	0	6.5921	undef	49232.0	0	Ascomycota	49232.0	0	Saccharomycetales	49232.0	0	Saccharomycetaceae	49232.0	0	Saccharomyces	49232.0	0	Saccharomyces cerevisiae	49232.0	0
contig_234	7974	0.3708	0	6.2439	undef	144744.0	0	Ascomycota	144744.0	0	Saccharomycetales	144744.0	0	Saccharomycetaceae	144744.0	0	Saccharomyces	144744.0	0	Saccharomyces cerevisiae	144744.0	0
contig_235	2434	0.3998	0	4.9093	undef	42475.0	0	Ascomycota	42475.0	0	Saccharomycetales	42475.0	0	Saccharomycetaceae	42475.0	0	Saccharomyces	42475.0	0	Saccharomyces cerevisiae	42475.0	0
contig_236	12138	0.4001	0	2.7893	undef	215322.0	0	Ascomycota	215322.0	0	Saccharomycetales	215322.0	0	Saccharomycetaceae	215322.0	0	Saccharomyces	215322.0	0	Saccharomyces cerevisiae	215322.0	0
contig_237	6288	0.3772	0	3.8007	undef	109892.0	0	Ascomycota	109892.0	0	Saccharomycetales	109892.0	0	Saccharomycetaceae	109892.0	0	Saccharomyces	109892.0	0	Saccharomyces cerevisiae	109892.0	0
contig_238	27986	0.3799	0	4.2697	undef	504652.0	0	Ascomycota	504652.0	0	Saccharomycetales	504652.0	0	Saccharomycetaceae	504652.0	0	Saccharomyces	504652.0	0	Saccharomyces cerevisiae	504652.0	0
contig_239	4118	0.4828	0	4.3526	undef	72310.0	0	Ascomycota	72310.0	0	Saccharomycetales	72310.0	0	Saccharomycetaceae	72310.0	0	Saccharomyces	72310.0	0	Saccharomyces cerevisiae	72310.0	0
contig_24	29099	0.3769	0	15.8098	undef	391650.0	0	Ascomycota	391650.0	0	Saccharomycetales	391650.0	0	Saccharomycetaceae	391650.0	0	Saccharomyces	391650.0	0	Saccharomyces cerevisiae	391650.0	0
contig_240	19841	0.4051	0	5.4203	undef	241693.0	0	Ascomycota	241693.0	0	Saccharomycetales	241693.0	0	Saccharomycetaceae	241693.0	0	Saccharomyces	241693.0	0	Saccharomyces cerevisiae	241693.0	0
contig_242	17139	0.3867	0	3.1374	undef	304867.0	0	Ascomycota	304867.0	0	Saccharomycetales	304867.0	0	Saccharomycetaceae	304867.0	0	Saccharomyces	304867.0	0	Saccharomyces cerevisiae	304867.0	0
contig_243	13225	0.3586	0	3.313	undef	191403.0	0	Ascomycota	191403.0	0	Saccharomycetales	191403.0	0	Saccharomycetaceae	191403.0	0	Saccharomyces	191403.0	0	Saccharomyces cerevisiae	191403.0	0
contig_244	2075	0.4506	0	3.8391	undef	25086.0	0	Ascomycota	25086.0	0	Saccharomycetales	25086.0	0	Saccharomycetaceae	25086.0	0	Saccharomyces	25086.0	0	Saccharomyces cerevisiae	25086.0	0
contig_245	15537	0.3916	0	2.4354	undef	275277.0	0	Ascomycota	275277.0	0	Saccharomycetales	275277.0	0	Saccharomycetaceae	275277.0	0	Saccharomyces	275277.0	0	Saccharomyces cerevisiae	275277.0	0
contig_246	29272	0.3933	0	4.2863	undef	327601.0	0	Ascomycota	327601.0	0	Saccharomycetales	327601.0	0	Saccharomycetaceae	327601.0	0	Saccharomyces	327601.0	0	Saccharomyces cerevisiae	327601.0	0
contig_247	4314	0.385	0	3.6932	undef	76770.0	0	Ascomycota	76770.0	0	Saccharomycetales	76770.0	0	Saccharomycetaceae	76770.0	0	Saccharomyces	76770.0	0	Saccharomyces cerevisiae	76770.0	0
contig_248	16530	0.3796	0	4.5783	undef	247158.0	0	Ascomycota	247158.0	0	Saccharomycetales	247158.0	0	Saccharomycetaceae	247158.0	0	Saccharomyces	247158.0	0	Saccharomyces cerevisiae	247158.0	0
contig_25	6527	0.4209	0	3.6615	undef	111160.0	0	Ascomycota	111160.0	0	Saccharomycetales	111160.0	0	Saccharomycetaceae	111160.0	0	Saccharomyces	111160.0	0	Saccharomyces cerevisiae	111160.0	0
contig_251	9676	0.3968	0	3.7048	undef	170524.0	0	Ascomycota	170524.0	0	Saccharomycetales	170524.0	0	Saccharomycetaceae	170524.0	0	Saccharomyces	170524.0	0	Saccharomyces cerevisiae	153473.0	1
contig_252	18963	0.3908	0	4.3059	undef	337968.0	0	Ascomycota	337968.0	0	Saccharomycetales	337968.0	0	Saccharomycetaceae	337968.0	0	Saccharomyces	337968.0	0	Saccharomyces cerevisiae	337968.0	0
contig_253	16336	0.3814	0	4.2669	undef	289398.0	0	Ascomycota	289398.0	0	Saccharomycetales	289398.0	0	Saccharomycetaceae	289398.0	0	Saccharomyces	289398.0	0	Saccharomyces cerevisiae	289398.0	0
contig_254	2565	0.3984	0	17.0815	undef	31241.0	0	Ascomycota	31241.0	0	Saccharomycetales	31241.0	0	Saccharomycetaceae	31241.0	0	Saccharomyces	31241.0	0	Saccharomyces cerevisiae	31241.0	0
contig_255	12463	0.3983	0	2.7166	undef	210543.0	0	Ascomycota	210543.0	0	Saccharomycetales	210543.0	0	Saccharomycetaceae	210543.0	0	Saccharomyces	210543.0	0	Saccharomyces cerevisiae	210543.0	0
contig_256	50191	0.372	0	3.3728	undef	907514.0	0	Ascomycota	907514.0	0	Saccharomycetales	907514.0	0	Saccharomycetaceae	907514.0	0	Saccharomyces	907514.0	0	Saccharomyces cerevisiae	907514.0	0
contig_257	5820	0.3653	0	4.7907	undef	105284.0	0	Ascomycota	105284.0	0	Saccharomycetales	105284.0	0	Saccharomycetaceae	105284.0	0	Saccharomyces	105284.0	0	Saccharomyces cerevisiae	105284.0	0
contig_258	9490	0.3858	0	5.876	undef	161680.0	0	Ascomycota	161680.0	0	Saccharomycetales	161680.0	0	Saccharomycetaceae	161680.0	0	Saccharomyces	161680.0	0	Saccharomyces cerevisiae	161680.0	0
contig_259	5990	0.3865	0	3.6573	undef	108298.0	0	Ascomycota	108298.0	0	Saccharomycetales	108298.0	0	Saccharomycetaceae	108298.0	0	Saccharomyces	108298.0	0	Saccharomyces cerevisiae	108298.0	0
contig_26	18927	0.3882	0	3.6828	undef	307082.0	0	Ascomycota	307082.0	0	Saccharomycetales	307082.0	0	Saccharomycetaceae	307082.0	0	Saccharomyces	307082.0	0	Saccharomyces cerevisiae	307082.0	0
contig_261	3647	0.3885	0	3.8226	undef	65743.0	0	Ascomycota	65743.0	0	Saccharomycetales	65743.0	0	Saccharomycetaceae	65743.0	0	Saccharomyces	65743.0	0	Saccharomyces cerevisiae	65743.0	0
contig_262	9034	0.3727	0	4.8499	undef	157650.0	0	Ascomycota	157650.0	0	Saccharomycetales	157650.0	0	Saccharomycetaceae	157650.0	0	Saccharomyces	157650.0	0	Saccharomyces cerevisiae	157650.0	0
contig_263	33267	0.4008	0	4.1307	undef	598535.0	0	Ascomycota	598535.0	0	Saccharomycetales	598535.0	0	Saccharomycetaceae	598535.0	0	Saccharomyces	598535.0	0	Saccharomyces cerevisiae	598535.0	0
contig_264	8608	0.4018	0	4.1645	undef	153013.0	0	Ascomycota	153013.0	0	Saccharomycetales	153013.0	0	Saccharomycetaceae	153013.0	0	Saccharomyces	153013.0	0	Saccharomyces cerevisiae	153013.0	0
contig_265	3959	0.3541	0	5.0304	undef	71090.0	0	Ascomycota	71090.0	0	Saccharomycetales	71090.0	0	Saccharomycetaceae	71090.0	0	Saccharomyces	71090.0	0	Saccharomyces cerevisiae	71090.0	0
contig_266	16217	0.3711	0	4.2982	undef	284218.0	0	Ascomycota	284218.0	0	Saccharomycetales	284218.0	0	Saccharomycetaceae	284218.0	0	Saccharomyces	284218.0	0	Saccharomyces cerevisiae	255960.0	1
contig_267	8113	0.3725	0	3.4367	undef	140842.0	0	Ascomycota	140842.0	0	Saccharomycetales	140842.0	0	Saccharomycetaceae	140842.0	0	Saccharomyces	140842.0	0	Saccharomyces cerevisiae	140842.0	0
contig_268	15311	0.3806	0	4.0323	undef	238859.0	0	Ascomycota	238859.0	0	Saccharomycetales	238859.0	0	Saccharomycetaceae	238859.0	0	Saccharomyces	238859.0	0	Saccharomyces cerevisiae	238859.0	0
contig_269	5081	0.3978	0	5.4875	undef	90682.0	0	Ascomycota	90682.0	0	Saccharomycetales	90682.0	0	Saccharomycetaceae	90682.0	0	Saccharomyces	90682.0	0	Saccharomyces cerevisiae	90682.0	0
contig_27	7942	0.3509	0	6.0183	undef	118398.0	0	Ascomycota	118398.0	0	Saccharomycetales	118398.0	0	Saccharomycetaceae	118398.0	0	Saccharomyces	118398.0	0	Saccharomyces cerevisiae	118398.0	0
contig_270	8975	0.3978	0	4.8818	undef	161980.0	0	Ascomycota	161980.0	0	Saccharomycetales	161980.0	0	Saccharomycetaceae	161980.0	0	Saccharomyces	161980.0	0	Saccharomyces cerevisiae	161980.0	0
contig_271	18648	0.3773	0	5.5534	undef	335768.0	0	Ascomycota	335768.0	0	Saccharomycetales	335768.0	0	Saccharomycetaceae	335768.0	0	Saccharomyces	335768.0	0	Saccharomyces cerevisiae	335768.0	0
contig_272	4103	0.4441	0	4.8539	undef	73390.0	0	Ascomycota	73390.0	0	Saccharomycetales	73390.0	0	Saccharomycetaceae	73390.0	0	Saccharomyces	73390.0	0	Saccharomyces cerevisiae	73390.0	0
contig_273	9849	0.4127	0	3.4375	undef	177415.0	0	Ascomycota	177415.0	0	Saccharomycetales	177415.0	0	Saccharomycetaceae	177415.0	0	Saccharomyces	177415.0	0	Saccharomyces cerevisiae	177415.0	0
contig_274	6876	0.3985	0	4.0549	undef	113797.0	0	Ascomycota	113797.0	0	Saccharomycetales	113797.0	0	Saccharomycetaceae	113797.0	0	Saccharomyces	113797.0	0	Saccharomyces cerevisiae	113797.0	0
contig_275	23732	0.3933	0	3.105	undef	410287.0	0	Ascomycota	410287.0	0	Saccharomycetales	410287.0	0	Saccharomycetaceae	410287.0	0	Saccharomyces	410287.0	0	Saccharomyces cerevisiae	410287.0	0
contig_276	6085	0.3523	0	2.9456	undef	109558.0	0	Ascomycota	109558.0	0	Saccharomycetales	109558.0	0	Saccharomycetaceae	109558.0	0	Saccharomyces	109558.0	0	Saccharomyces cerevisiae	109558.0	0
contig_278	22277	0.3703	0	4.023	undef	401142.0	0	Ascomycota	401142.0	0	Saccharomycetales	401142.0	0	Saccharomycetaceae	401142.0	0	Saccharomyces	401142.0	0	Saccharomyces cerevisiae	401142.0	0
contig_279	2928	0.3603	0	8.1621	undef	29913.0	0	Ascomycota	29913.0	0	Saccharomycetales	29913.0	0	Saccharomycetaceae	29913.0	0	Saccharomyces	29913.0	0	Saccharomyces cerevisiae	29913.0	0
contig_280	15522	0.3962	0	4.1058	undef	274231.0	0	Ascomycota	274231.0	0	Saccharomycetales	274231.0	0	Saccharomycetaceae	274231.0	0	Saccharomyces	274231.0	0	Saccharomyces cerevisiae	274231.0	0
contig_281	12987	0.3664	0	2.7603	undef	228996.0	0	Ascomycota	228996.0	0	Saccharomycetales	228996.0	0	Saccharomycetaceae	228996.0	0	Saccharomyces	228996.0	0	Saccharomyces cerevisiae	228996.0	0
contig_282	4266	0.4086	0	5.1353	undef	78021.0	0	Ascomycota	78021.0	0	Saccharomycetales	78021.0	0	Saccharomycetaceae	78021.0	0	Saccharomyces	78021.0	0	Saccharomyces cerevisiae	78021.0	0
contig_283	15894	0.3951	0	4.135	undef	286203.0	0	Ascomycota	286203.0	0	Saccharomycetales	286203.0	0	Saccharomycetaceae	286203.0	0	Saccharomyces	286203.0	0	Saccharomyces cerevisiae	286203.0	0
contig_284	5448	0.3838	0	3.29	undef	93350.0	0	Ascomycota	93350.0	0	Saccharomycetales	93350.0	0	Saccharomycetaceae	93350.0	0	Saccharomyces	93350.0	0	Saccharomyces cerevisiae	93350.0	0
contig_285	47478	0.3934	0	4.5303	undef	857971.0	0	Ascomycota	857971.0	0	Saccharomycetales	857971.0	0	Saccharomycetaceae	857971.0	0	Saccharomyces	857971.0	0	Saccharomyces cerevisiae	857971.0	0
contig_286	1559	0.3881	0	5.1098	undef	28720.0	0	Ascomycota	28720.0	0	Saccharomycetales	28720.0	0	Saccharomycetaceae	28720.0	0	Saccharomyces	28720.0	0	Saccharomyces cerevisiae	28720.0	0
contig_287	7962	0.3734	0	3.5019	undef	82590.0	0	Ascomycota	82590.0	0	Saccharomycetales	82590.0	0	Saccharomycetaceae	82590.0	0	Saccharomyces	82590.0	0	Saccharomyces cerevisiae	82590.0	0
contig_288	9080	0.3773	0	5.0447	undef	163918.0	0	Ascomycota	163918.0	0	Saccharomycetales	163918.0	0	Saccharomycetaceae	163918.0	0	Saccharomyces	163918.0	0	Saccharomyces cerevisiae	163918.0	0
contig_289	10663	0.3974	0	4.8561	undef	192752.0	0	Ascomycota	192752.0	0	Saccharomycetales	192752.0	0	Saccharomycetaceae	192752.0	0	Saccharomyces	192752.0	0	Saccharomyces cerevisiae	192752.0	0
contig_29	14975	0.3845	0	3.3248	undef	267665.0	0	Ascomycota	267665.0	0	Saccharomycetales	267665.0	0	Saccharomycetaceae	267665.0	0	Saccharomyces	267665.0	0	Saccharomyces cerevisiae	267665.0	0
contig_290	17592	0.3639	0	4.1887	undef	312195.0	0	Ascomycota	312195.0	0	Saccharomycetales	312195.0	0	Saccharomycetaceae	312195.0	0	Saccharomyces	312195.0	0	Saccharomyces cerevisiae	312195.0	0
contig_291	18910	0.3922	0	4.634	undef	340186.0	0	Ascomycota	340186.0	0	Saccharomycetales	340186.0	0	Saccharomycetaceae	340186.0	0	Saccharomyces	340186.0	0	Saccharomyces cerevisiae	340186.0	0
contig_292	9772	0.389	0	4.8912	undef	176126.0	0	Ascomycota	176126.0	0	Saccharomycetales	176126.0	0	Saccharomycetaceae	176126.0	0	Saccharomyces	176126.0	0	Saccharomyces cerevisiae	158503.0	1
contig_293	14992	0.3623	0	4.6494	undef	265617.0	0	Ascomycota	265617.0	0	Saccharomycetales	265617.0	0	Saccharomycetaceae	265617.0	0	Saccharomyces	265617.0	0	Saccharomyces cerevisiae	265617.0	0
contig_294	24013	0.3854	0	2.571	undef	404038.0	0	Ascomycota	404038.0	0	Saccharomycetales	404038.0	0	Saccharomycetaceae	404038.0	0	Saccharomyces	404038.0	0	Saccharomyces cerevisiae	404038.0	0
contig_295	13427	0.3667	0	2.9665	undef	239750.0	0	Ascomycota	239750.0	0	Saccharomycetales	239750.0	0	Saccharomycetaceae	239750.0	0	Saccharomyces	239750.0	0	Saccharomyces cerevisiae	239750.0	0
contig_296	12038	0.3645	0	3.9705	undef	207985.0	0	Ascomycota	207985.0	0	Saccharomycetales	207985.0	0	Saccharomycetaceae	207985.0	0	Saccharomyces	207985.0	0	Saccharomyces cerevisiae	207985.0	0
contig_297	36408	0.3757	0	4.5402	undef	660076.0	0	Ascomycota	660076.0	0	Saccharomycetales	660076.0	0	Saccharomycetaceae	660076.0	0	Saccharomyces	660076.0	0	Saccharomyces cerevisiae	660076.0	0
contig_298	6559	0.3661	0	3.34	undef	116734.0	0	Ascomycota	116734.0	0	Saccharomycetales	116734.0	0	Saccharomycetaceae	116734.0	0	Saccharomyces	116734.0	0	Saccharomyces cerevisiae	116734.0	0
contig_299	7221	0.3836	0	4.6886	undef	119016.0	0	Ascomycota	119016.0	0	Saccharomycetales	119016.0	0	Saccharomycetaceae	119016.0	0	Saccharomyces	119016.0	0	Saccharomyces cerevisiae	119016.0	0
contig_3	35184	0.3764	0	4.1887	undef	624410.0	0	Ascomycota	624410.0	0	Saccharomycetales	624410.0	0	Saccharomycetaceae	624410.0	0	Saccharomyces	624410.0	0	Saccharomyces cerevisiae	624410.0	0
contig_30	2344	0.3929	0	4.2482	undef	42170.0	0	Ascomycota	42170.0	0	Saccharomycetales	42170.0	0	Saccharomycetaceae	42170.0	0	Saccharomyces	42170.0	0	Saccharomyces cerevisiae	37953.0	1
contig_300	7580	0.3736	0	4.4665	undef	133248.0	0	Ascomycota	133248.0	0	Saccharomycetales	133248.0	0	Saccharomycetaceae	133248.0	0	Saccharomyces	133248.0	0	Saccharomyces cerevisiae	133248.0	0
contig_301	12560	0.4057	0	5.074	undef	226950.0	0	Ascomycota	226950.0	0	Saccharomycetales	226950.0	0	Saccharomycetaceae	226950.0	0	Saccharomyces	226950.0	0	Saccharomyces cerevisiae	226950.0	0
contig_302	29243	0.3758	0	3.95	undef	521406.0	0	Ascomycota	521406.0	0	Saccharomycetales	521406.0	0	Saccharomycetaceae	521406.0	0	Saccharomyces	521406.0	0	Saccharomyces cerevisiae	521406.0	0
contig_303	10238	0.3678	0	5.0577	undef	186697.0	0	Ascomycota	186697.0	0	Saccharomycetales	186697.0	0	Saccharomycetaceae	186697.0	0	Saccharomyces	186697.0	0	Saccharomyces cerevisiae	186697.0	0
contig_304	5252	0.3481	0	6.0672	undef	93772.0	0	Ascomycota	93772.0	0	Saccharomycetales	93772.0	0	Saccharomycetaceae	93772.0	0	Saccharomyces	93772.0	0	Saccharomyces cerevisiae	93772.0	0
contig_307	18921	0.3787	0	5.6838	undef	344454.0	0	Ascomycota	344454.0	0	Saccharomycetales	344454.0	0	Saccharomycetaceae	344454.0	0	Saccharomyces	344454.0	0	Saccharomyces cerevisiae	344454.0	0
contig_308	10254	0.3675	0	2.5249	undef	159773.0	0	Ascomycota	159773.0	0	Saccharomycetales	159773.0	0	Saccharomycetaceae	159773.0	0	Saccharomyces	159773.0	0	Saccharomyces cerevisiae	159773.0	0
contig_309	37855	0.3795	0	3.9984	undef	679727.0	0	Ascomycota	679727.0	0	Saccharomycetales	679727.0	0	Saccharomycetaceae	679727.0	0	Saccharomyces	679727.0	0	Saccharomyces cerevisiae	679727.0	0
contig_31	4363	0.4226	0	3.1952	undef	69990.0	0	Ascomycota	69990.0	0	Saccharomycetales	69990.0	0	Saccharomycetaceae	69990.0	0	Saccharomyces	69990.0	0	Saccharomyces cerevisiae	69990.0	0
contig_310	25043	0.3777	0	5.0896	undef	452037.0	0	Ascomycota	452037.0	0	Saccharomycetales	452037.0	0	Saccharomycetaceae	452037.0	0	Saccharomyces	452037.0	0	Saccharomyces cerevisiae	452037.0	0
contig_311	9389	0.3738	0	3.1817	undef	165445.0	0	Ascomycota	165445.0	0	Saccharomycetales	165445.0	0	Saccharomycetaceae	165445.0	0	Saccharomyces	165445.0	0	Saccharomyces cerevisiae	165445.0	0
contig_312	4897	0.4015	0	4.0669	undef	87075.0	0	Ascomycota	87075.0	0	Saccharomycetales	87075.0	0	Saccharomycetaceae	87075.0	0	Saccharomyces	87075.0	0	Saccharomyces cerevisiae	87075.0	0
contig_313	24860	0.3934	0	3.6851	undef	361949.0	0	Ascomycota	361949.0	0	Saccharomycetales	361949.0	0	Saccharomycetaceae	361949.0	0	Saccharomyces	361949.0	0	Saccharomyces cerevisiae	361949.0	0
contig_314	21841	0.3819	0	3.5562	undef	398607.0	0	Ascomycota	398607.0	0	Saccharomycetales	398607.0	0	Saccharomycetaceae	398607.0	0	Saccharomyces	398607.0	0	Saccharomyces cerevisiae	398607.0	0
contig_315	14303	0.3892	0	3.6202	undef	259534.0	0	Ascomycota	259534.0	0	Saccharomycetales	259534.0	0	Saccharomycetaceae	259534.0	0	Saccharomyces	259534.0	0	Saccharomyces cerevisiae	259534.0	0
contig_32	16219	0.3753	0	3.5609	undef	292633.0	0	Ascomycota	292633.0	0	Saccharomycetales	292633.0	0	Saccharomycetaceae	292633.0	0	Saccharomyces	292633.0	0	Saccharomyces cerevisiae	292633.0	0
contig_320	13951	0.3832	0	2.9978	undef	252467.0	0	Ascomycota	252467.0	0	Saccharomycetales	252467.0	0	Saccharomycetaceae	252467.0	0	Saccharomyces	252467.0	0	Saccharomyces cerevisiae	252467.0	0
contig_321	10963	0.3829	0	5.0865	undef	191391.0	0	Ascomycota	191391.0	0	Saccharomycetales	191391.0	0	Saccharomycetaceae	191391.0	0	Saccharomyces	191391.0	0	Saccharomyces cerevisiae	191391.0	0
contig_322	17285	0.3703	0	3.2261	undef	314254.0	0	Ascomycota	314254.0	0	Saccharomycetales	314254.0	0	Saccharomycetaceae	314254.0	0	Saccharomyces	314254.0	0	Saccharomyces cerevisiae	314254.0	0
contig_323	14815	0.3984	0	2.5541	undef	261161.0	0	Ascomycota	261161.0	0	Saccharomycetales	261161.0	0	Saccharomycetaceae	261161.0	0	Saccharomyces	261161.0	0	Saccharomyces cerevisiae	261161.0	0
